qseqid,sseqid,log2FoldChange,lfcSE,padj,description,external_gene_name
104423284,AT1G78930,1.059229389,0.266063682,0.00070104,Mitochondrial transcription termination factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:844232],AT1G78930
104423364,AT5G23440,-2.247106124,0.280890016,1.68E-13,ferredoxin/thioredoxin reductase subunit A (variable subunit) 1 [Source:NCBI gene (formerly Entrezgene);Acc:832410],FTRA1
104423367,AT1G20696,-2.146265784,0.317704362,8.33E-10,high mobility group B3 [Source:NCBI gene (formerly Entrezgene);Acc:838659],HMGB3
104423376,AT5G41040,1.909267314,0.575327429,0.006193856,HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:834106],RWP1
104423415,AT3G19430,-3.834548051,0.891844201,0.00021226,late embryosis abundant protein-related / LEA protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:821477],AT3G19430
104423416,AT2G27690,-4.094279968,1.119749309,0.002154311,"cytochrome P450, family 94, subfamily C, polypeptide 1 [Source:NCBI gene (formerly Entrezgene);Acc:817315]",CYP94C1
104423453,AT5G20940,-3.33967601,0.763816013,0.000158517,Glycosyl hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:832219],AT5G20940
104423480,AT3G59200,2.418107988,0.805822155,0.01524252,F-box/RNI-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825089],AT3G59200
104423496,AT3G45140,1.865184322,0.626963696,0.016354738,lipoxygenase 2 [Source:NCBI gene (formerly Entrezgene);Acc:823650],LOX2
104423527,AT5G65550,-1.699594134,0.614905341,0.027990985,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836681],AT5G65550
104423545,AT3G07510,-1.580229241,0.409602954,0.001084887,maternal effect embryo arrest protein [Source:NCBI gene (formerly Entrezgene);Acc:819939],AT3G07510
104423571,AT2G38780,1.824167731,0.66408789,0.029201164,cytochrome C oxidase subunit [Source:NCBI gene (formerly Entrezgene);Acc:818460],AT2G38780
104423595,AT1G22400,-1.318869331,0.217602065,4.83E-08,UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838846],UGT85A1
104423630,AT3G28960,2.214395924,0.274783741,1.12E-13,Transmembrane amino acid transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:822536],AT3G28960
104423641,AT4G01710,-1.953547855,0.685616576,0.022605057,ARP2/3 complex 16 kDa subunit (p16-Arc) [Source:NCBI gene (formerly Entrezgene);Acc:828087],CRK
104423733,AT1G66170,-1.888237,0.713559652,0.037195877,RING/FYVE/PHD zinc finger superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:842932],MMD1
104423745,AT3G50120,-1.747198444,0.683622925,0.04592641,"transmembrane protein, putative (DUF247) [Source:NCBI gene (formerly Entrezgene);Acc:824174]",AT3G50120
104423825,AT5G43860,-4.840264534,1.480606265,0.007180044,chlorophyllase 2 [Source:NCBI gene (formerly Entrezgene);Acc:834408],CLH2
104423826,AT3G62690,-1.309851143,0.50557544,0.042446434,AtL5 [Source:NCBI gene (formerly Entrezgene);Acc:825443],ATL5
104423843,AT2G29500,5.422276283,1.668694798,0.007604853,HSP20-like chaperones superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:817499],AT2G29500
104423869,AT1G07870,1.542057488,0.437736877,0.003299472,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837302],AT1G07870
104423870,AT5G60100,1.457075307,0.26811123,1.35E-06,pseudo-response regulator 3 [Source:NCBI gene (formerly Entrezgene);Acc:836132],PRR3
104423891,AT3G14860,-1.221282946,0.305476684,0.000660881,NHL domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:820715],AT3G14860
104423902,AT5G14780,2.880169678,0.354806241,7.25E-14,formate dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:831330],FDH
104423962,AT5G66320,-1.764491545,0.253016017,2.12E-10,GATA transcription factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:836764],GATA5
104423973,AT5G45480,-1.080635438,0.42055133,0.044464645,"transmembrane protein, putative (DUF594) [Source:NCBI gene (formerly Entrezgene);Acc:834584]",AT5G45480
104423977,AT4G36040,1.481701229,0.400202058,0.001852725,Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829760],J11
104423994,AT1G76070,-1.649905364,0.545283146,0.014255286,,AT1G76070
104424019,AT4G25960,-3.34568664,1.231072427,0.031339302,P-glycoprotein 2 [Source:NCBI gene (formerly Entrezgene);Acc:828702],ABCB2
104424021,AT5G45460,-1.7119246,0.505710738,0.005066007,transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:834582],AT5G45460
104424071,AT1G05700,-2.213258903,0.362165874,3.65E-08,Leucine-rich repeat transmembrane protein kinase protein [Source:NCBI gene (formerly Entrezgene);Acc:837077],AT1G05700
104424076,AT1G51805,-1.30598207,0.303903018,0.000213913,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:841607],AT1G51805
104424129,AT1G54180,-1.40639412,0.259294508,1.42E-06,BREVIS RADIX-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:841858],BRX-LIKE3
104424178,AT1G12663,-3.750850814,0.854183141,0.000147023,thionin-like protein [Source:NCBI gene (formerly Entrezgene);Acc:5007688],AT1G12663
104424205,AT4G19950,2.578775899,0.43830785,1.28E-07,polyadenylate-binding protein 1-B-binding protein [Source:NCBI gene (formerly Entrezgene);Acc:827739],AT4G19950
104424245,AT5G54150,1.305284628,0.44736168,0.018999899,,AT5G54150
104424274,AT5G16840,1.092424139,0.405376051,0.033166786,binding partner of acd11 1 [Source:NCBI gene (formerly Entrezgene);Acc:831547],BPA1
104424275,AT5G16880,-3.951691465,1.549274385,0.046424903,Target of Myb protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:831551],AT5G16880
104424302,AT5G05000,1.486734481,0.364959649,0.000503366,translocon at the outer envelope membrane of chloroplasts 34 [Source:NCBI gene (formerly Entrezgene);Acc:830382],TOC34
104424306,AT1G28710,3.521199537,1.124427919,0.01066919,Nucleotide-diphospho-sugar transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:839771],AT1G28710
104424307,AT4G33550,1.274316735,0.414316174,0.012438749,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:829494],AT4G33550
104424317,AT5G07620,-1.077292605,0.337217998,0.00890169,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830655],AT5G07620
104424331,AT5G62250,-1.133672837,0.255417578,0.000121662,microtubule-associated protein 65-9 [Source:NCBI gene (formerly Entrezgene);Acc:836346],MAP65-9
104424336,AT5G51550,-1.526083363,0.231481745,2.20E-09,EXORDIUM like 3 [Source:NCBI gene (formerly Entrezgene);Acc:835229],EXL3
104424339,AT4G12350,-1.046827747,0.289878524,0.002492253,myb domain protein 42 [Source:NCBI gene (formerly Entrezgene);Acc:826844],MYB42
104424340,AT5G62360,-4.75857584,0.83494185,3.46E-07,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836357],AT5G62360
104424341,AT5G62360,-2.536274944,0.423643862,7.28E-08,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836357],AT5G62360
104424343,AT4G12420,-1.320859042,0.292895788,9.07E-05,Cupredoxin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:826851],SKU5
104424351,AT5G61480,-1.091718973,0.317767293,0.004338054,Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836269],PXY
104424356,AT1G65680,-4.023463057,0.53088873,3.57E-12,expansin B2 [Source:NCBI gene (formerly Entrezgene);Acc:842879],EXPB2
104424358,AT5G61520,1.471909699,0.509479414,0.020457361,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836273],AT5G61520
104424363,AT5G51810,-1.65941925,0.345251933,2.56E-05,gibberellin 20 oxidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:835256],GA20OX2
104424381,AT4G25433,1.335638176,0.391864747,0.004716798,peptidoglycan-binding LysM domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:828647],AT4G25433
104424392,AT5G52060,-1.176433209,0.265789332,0.000127906,BCL-2-associated athano 1 [Source:NCBI gene (formerly Entrezgene);Acc:835281],BAG1
104424400,AT5G62040,8.865763782,1.016402443,6.39E-16,PEBP (phosphatidylethanolamine-binding protein) family protein [Source:NCBI gene (formerly Entrezgene);Acc:836324],BFT
104424401,AT5G62020,1.655539555,0.475550345,0.003752804,heat shock transcription factor B2A [Source:NCBI gene (formerly Entrezgene);Acc:836322],HSFB2A
104424405,AT5G52220,-1.0044636,0.335662496,0.015579579,chromosome transmission fidelity-like protein [Source:NCBI gene (formerly Entrezgene);Acc:835298],AT5G52220
104424418,AT5G23860,-1.275185283,0.222618328,2.97E-07,tubulin beta 8 [Source:NCBI gene (formerly Entrezgene);Acc:832451],TUB8
104424419,AT5G52390,1.85407493,0.731307014,0.048022086,PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315],AT5G52390
104424421,AT5G52390,2.548943661,0.992031818,0.044470293,PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315],AT5G52390
104424422,AT5G52390,3.354348322,0.678026359,1.37E-05,PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315],AT5G52390
104424423,AT5G52390,1.058236764,0.296971267,0.002905448,PAR1 protein [Source:NCBI gene (formerly Entrezgene);Acc:835315],AT5G52390
104424429,AT5G23910,-1.357383928,0.421418897,0.008254806,ATP binding microtubule motor family protein [Source:NCBI gene (formerly Entrezgene);Acc:832456],AT5G23910
104424435,AT5G23940,-1.425242865,0.509014172,0.02560058,HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:832459],PEL3
104424437,AT5G23950,2.641812235,0.77859207,0.004952527,Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:832460],AT5G23950
104424440,AT3G14190,-1.995661127,0.270375041,1.38E-11,,AT3G14190
104424446,AT5G52640,1.265718939,0.345891102,0.002132847,heat shock-like protein [Source:NCBI gene (formerly Entrezgene);Acc:835341],HSP90.1
104424459,AT5G24090,1.892158576,0.496352419,0.001273423,chitinase A [Source:NCBI gene (formerly Entrezgene);Acc:832474],CHIA
104424460,AT5G52950,-1.521858419,0.591255574,0.044015309,LIM domain protein [Source:NCBI gene (formerly Entrezgene);Acc:835372],AT5G52950
104424466,AT1G05440,-1.899574988,0.300463417,1.10E-08,C-8 sterol isomerase [Source:NCBI gene (formerly Entrezgene);Acc:837045],AT1G05440
104424467,AT4G27950,-1.328835381,0.438017383,0.013950098,cytokinin response factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:828908],CRF4
104424490,AT3G49170,1.030507698,0.338394282,0.013494039,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:824078],EMB2261
104424503,AT5G24240,-1.393875825,0.305700177,7.36E-05,phosphatidylinositol 4-kinase gamma-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832491],AT5G24240
104424512,AT4G00990,-1.501675515,0.359848369,0.000344708,Transcription factor jumonji (jmjC) domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:827933],AT4G00990
104424514,AT5G24300,2.065658721,0.523096717,0.000788676,"Glycogen/starch synthases, ADP-glucose type [Source:NCBI gene (formerly Entrezgene);Acc:832497]",SS1
104424517,AT5G24310,-1.222270346,0.214182332,3.33E-07,ABL interactor-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:832498],ABIL3
104424521,AT5G53050,1.124442798,0.227392558,1.38E-05,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835385],AT5G53050
104424548,AT4G27670,3.715272012,0.412091798,5.81E-17,heat shock protein 21 [Source:NCBI gene (formerly Entrezgene);Acc:828881],HSP21
104424555,AT1G21240,-2.181077251,0.382942642,3.52E-07,wall associated kinase 3 [Source:NCBI gene (formerly Entrezgene);Acc:838719],WAK3
104424566,AT5G24530,2.962259065,0.659124818,9.68E-05,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832524],DMR6
104424570,AT5G24580,-1.017029036,0.314259209,0.007893798,Heavy metal transport/detoxification superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832529],AT5G24580
104424572,AT1G18010,-1.75076388,0.482070498,0.002334877,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838381],AT1G18010
104424587,AT3G06035,-1.941866124,0.273031288,8.52E-11,Glycoprotein membrane GPI-anchored [Source:NCBI gene (formerly Entrezgene);Acc:819776],AT3G06035
104424612,AT1G09540,-1.383346943,0.359125715,0.001107213,myb domain protein 61 [Source:NCBI gene (formerly Entrezgene);Acc:837480],MYB61
104424663,AT2G04850,-1.811360806,0.254982437,8.94E-11,Auxin-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:815031],AT2G04850
104424682,AT2G04780,-1.881656993,0.325610767,2.25E-07,FASCICLIN-like arabinoogalactan 7 [Source:NCBI gene (formerly Entrezgene);Acc:815021],FLA7
104424722,AT4G03965,-1.404448784,0.268718142,3.70E-06,RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825707],AT4G03965
104424749,AT4G15320,1.29331394,0.305175539,0.000269728,cellulose synthase-like B6 [Source:NCBI gene (formerly Entrezgene);Acc:827198],CSLB06
104424753,AT1G05100,-1.542839311,0.27181102,3.91E-07,mitogen-activated protein kinase kinase kinase 18 [Source:NCBI gene (formerly Entrezgene);Acc:839324],MAPKKK18
104424757,AT5G38000,-1.214466479,0.175416619,2.94E-10,Zinc-binding dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:833779],AT5G38000
104424763,AT5G08080,5.780778272,0.962286287,6.51E-08,syntaxin of plants 132 [Source:NCBI gene (formerly Entrezgene);Acc:830702],SYP132
104424769,AT5G15180,-1.560222009,0.56553989,0.028325771,Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831370],AT5G15180
104424780,AT1G03220,-1.974125098,0.430837251,6.71E-05,Eukaryotic aspartyl protease family protein [Source:NCBI gene (formerly Entrezgene);Acc:838517],AT1G03220
104424814,AT1G05280,-1.267557547,0.347799808,0.002241283,"ERV-F (C)1 provirus ancestral Env polyprotein, putative (DUF604) [Source:NCBI gene (formerly Entrezgene);Acc:837026]",AT1G05280
104424820,AT3G22104,-1.228067809,0.406483239,0.01443385,Phototropic-responsive NPH3 family protein [Source:NCBI gene (formerly Entrezgene);Acc:821773],AT3G22104
104424821,AT3G25830,-3.573546403,1.39856491,0.045993491,"terpene synthase-like sequence-1,8-cineole [Source:NCBI gene (formerly Entrezgene);Acc:822177]",TPS-CIN
104424822,AT4G16730,1.590619061,0.590950721,0.033418106,terpene synthase 02 [Source:NCBI gene (formerly Entrezgene);Acc:827376],TPS02
104424824,AT4G03210,-1.702480412,0.299186659,3.61E-07,xyloglucan endotransglucosylase/hydrolase 9 [Source:NCBI gene (formerly Entrezgene);Acc:828024],XTH9
104424828,AT4G27310,-1.233695278,0.295969747,0.000351133,B-box type zinc finger family protein [Source:NCBI gene (formerly Entrezgene);Acc:828839],BBX28
104424835,AT4G05120,-1.358785017,0.216351523,1.40E-08,Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825857],FUR1
104424849,AT2G44480,-2.016596408,0.447562139,9.21E-05,beta glucosidase 17 [Source:NCBI gene (formerly Entrezgene);Acc:819055],BGLU17
104424856,AT4G05020,-1.360760437,0.272787524,1.13E-05,NAD(P)H dehydrogenase B2 [Source:NCBI gene (formerly Entrezgene);Acc:825844],NDB2
104424887,AT2G20880,2.949923619,0.844255038,0.003608909,Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816622],ERF53
104424923,AT2G20680,-1.45923075,0.189357371,1.42E-12,Glycosyl hydrolase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:816596],MAN2
104424929,AT4G28365,-3.976680081,0.593050376,1.12E-09,early nodulin-like protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:828952],ENODL3
104424930,AT4G23160,-1.718634735,0.656632937,0.039843673,cysteine-rich RECEPTOR-like kinase [Source:NCBI gene (formerly Entrezgene);Acc:828415],CRK8
104424934,AT2G33810,-1.088761825,0.237764781,6.79E-05,squamosa promoter binding protein-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:817948],SPL3
104424951,AT4G28500,-1.072795566,0.191285888,5.60E-07,NAC domain containing protein 73 [Source:NCBI gene (formerly Entrezgene);Acc:828968],NAC073
104424952,AT5G44160,1.234361019,0.279384874,0.000132075,C2H2-like zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:834439],NUC
104424959,AT3G23600,5.750498527,0.838332578,4.40E-10,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:821939],AT3G23600
104424972,AT4G35950,-1.765042975,0.351181339,9.61E-06,RAC-like 6 [Source:NCBI gene (formerly Entrezgene);Acc:829750],RAC6
104424992,AT2G42580,-1.106252034,0.250571516,0.000133618,tetratricopetide-repeat thioredoxin-like 3 [Source:NCBI gene (formerly Entrezgene);Acc:818858],TTL3
104425008,AT5G05340,6.530263555,2.341585219,0.026340877,Peroxidase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830416],PRX52
104425025,AT3G58730,1.052143146,0.175215791,6.58E-08,vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD) [Source:NCBI gene (formerly Entrezgene);Acc:825042],AT3G58730
104425031,AT1G78570,-1.813555673,0.333497908,1.33E-06,rhamnose biosynthesis 1 [Source:NCBI gene (formerly Entrezgene);Acc:844193],RHM1
104425047,AT1G29860,1.344924628,0.410568312,0.007052949,WRKY DNA-binding protein 71 [Source:NCBI gene (formerly Entrezgene);Acc:839864],WRKY71
104425048,AT3G59110,-1.527798338,0.216702248,1.27E-10,Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:825080],AT3G59110
104425050,AT5G50890,-2.015422738,0.353155271,3.33E-07,alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835161],AT5G50890
104425058,AT2G30870,-1.046613307,0.41493403,0.049345559,glutathione S-transferase PHI 10 [Source:NCBI gene (formerly Entrezgene);Acc:817637],GSTF10
104425063,AT2G30860,2.204985929,0.567106428,0.00097788,glutathione S-transferase PHI 9 [Source:NCBI gene (formerly Entrezgene);Acc:817636],GSTF9
104425065,AT2G30820,-1.46320411,0.177275522,2.58E-14,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit [Source:NCBI gene (formerly Entrezgene);Acc:817633],AT2G30820
104425069,AT2G18660,1.146279028,0.357863756,0.008692994,plant natriuretic peptide A [Source:NCBI gene (formerly Entrezgene);Acc:816381],PNP-A
104425083,AT3G53230,-1.077677873,0.267627732,0.000594492,"ATPase, AAA-type, CDC48 protein [Source:NCBI gene (formerly Entrezgene);Acc:824489]",AtCDC48B
